"PyHEP feedback: Atlantic: 15:00 CET, 06:00 PDT, 18:30 IST, 22:00 JST","PyHEP feedback: Pacific: 00:00 CET, 15:00 PDT, 03:30 IST, 07:00 JST","PyHEP feedback: Indian Ocean: 09:00 CET, 00:00 PDT, 12:30 IST, 16:00 JST",PyHEP feedback: How did you hear about this workshop?,PyHEP feedback: What are you hoping to learn from this workshop?,Professional life: What best describes your occupation?,Professional life: What best describes the stage of your professional career?,"Professional life: If you're involved in computing, what do you do?","Professional life: If you write software, what is its lifespan and scope?","Professional life: Are you associated with one or more experimental or theoretical collaborations? (E.g. ATLAS, CMS, DUNE, USQCD...)","Computing and programming: What kind of computer do you use most often for work? (The device you physically interact with, not remote; ""laptop-form"" tablets with keyboards like Surface count as a laptop)",Computing and programming: What operating system(s) does it run?,"Computing and programming: How much of your work do you do on remote computers (through ssh, web interfaces, etc.)?","Computing and programming: If you work on remote computers, what kinds are they?",Computing and programming: Approximately how many years ago did you write your first program (zero for never)?,Computing and programming: Approximately how many years ago did you start programming regularly (zero for never)?,Computing and programming: How would you describe your programming ability?,Computing and programming: How did you learn to program? (Which were the most significant?),Computing and programming: Which of the following languages do you use regularly (i.e. more than 10% of your work)?,"Computing and programming: If you regularly use programming language(s) not listed above, please list them here","Computing and programming: If you use Python, which version of Python do you primarily use right now?",Computing and programming: Do you regularly use both Python 2 and 3 (more than 10% of the time each)?,Computing and programming: About how often do you use Python relative to C or C++?,Computing and programming: Do you *expect* to use Python more or less in the future (as a fraction of your programming time)?,Computing and programming: Do you *want* to use Python more or less in the future (as a fraction of your programming time)?,Computing and programming: What are your main reasons for using Python?,Computing and programming: How would you characterize your main use(s) of Python?,Computing and programming: What changes would increase your usage of Python?,Computing and programming: Which text editors/IDEs do you use regularly (i.e. more than 10% of your work)?,"Computing and programming: Do you regularly use a text editor/IDE not listed here? If so, which?","Computing and programming: What package manager do you regularly use to install *Python packages* (numpy, etc.)?",Computing and programming: How often do you use an automated testing suite?,Computing and programming: How often do you use continuous integration (CI) or continuous deployment (CD)?,"Computing and programming: How often do you use virtual environments (e.g. venv or conda env), virtual machines, or containers (e.g. Docker)?",Computing and programming: How often do you use source control (GitHub/GitLab/BitBucket...)?,"Computing and programming: If you use source control, which do you most often use?",Computing and programming: Is most of your code publicly available or private?,Computing and programming: Do you specify a license for your code?,Python ecosystem: Jupyter: https://jupyter.org,Python ecosystem: IPython: https://ipython.org,Python ecosystem: NumPy: https://numpy.org,Python ecosystem: SciPy: https://www.scipy.org,Python ecosystem: Pandas: https://pandas.pydata.org,Python ecosystem: xarray: https://xarray.pydata.org,Python ecosystem: Matplotlib: https://matplotlib.org,Python ecosystem: Seaborn: https://seaborn.pydata.org,Python ecosystem: HoloViews: https://holoviews.org,Python ecosystem: Altair: https://altair-viz.github.io,Python ecosystem: Bokeh: https://docs.bokeh.org,Python ecosystem: Plotly: https://plotly.com,Python ecosystem: Kibana: https://www.elastic.co/kibana,Python ecosystem: SciKit-Learn: https://scikit-learn.org,Python ecosystem: SciKit-Optimize: https://scikit-optimize.github.io,Python ecosystem: SciKit-Image: https://scikit-image.org,Python ecosystem: TensorFlow: https://www.tensorflow.org,Python ecosystem: PyTorch: https://pytorch.org,Python ecosystem: Keras: https://keras.io,Python ecosystem: MXNet: https://mxnet.apache.org,Python ecosystem: Theano: http://deeplearning.net/software/theano,Python ecosystem: Numba: https://numba.pydata.org,Python ecosystem: JAX: https://github.com/google/jax,Python ecosystem: SymPy: https://www.sympy.org,Python ecosystem: PySpark: https://spark.apache.org,Python ecosystem: Dask: https://dask.org,Python ecosystem: Vaex: https://vaex.io,Python ecosystem: NetworkX: https://networkx.github.io,Python ecosystem: PyMC3: https://docs.pymc.io,Python ecosystem: StatsModels: https://www.statsmodels.org,Python ecosystem: h5py (HDF5): https://www.h5py.org,Python ecosystem: Do you regularly use any other packages that weren't listed here?,Particle physics ecosystem: Your collaboration's software framework,Particle physics ecosystem: Your research group's custom software tools,Particle physics ecosystem: ROOT in C++: https://root.cern,Particle physics ecosystem: ROOT through PyROOT: https://root.cern,Particle physics ecosystem: rootpy: http://www.rootpy.org,Particle physics ecosystem: Uproot: https://github.com/scikit-hep/uproot,Particle physics ecosystem: Uproot 4 (new version): https://github.com/scikit-hep/uproot4,Particle physics ecosystem: Awkward Array: https://github.com/scikit-hep/awkward-array,Particle physics ecosystem: Awkward 1.0 (new version): https://awkward-array.org,Particle physics ecosystem: root-numpy: https://scikit-hep.org/root_numpy,Particle physics ecosystem: root-pandas: https://github.com/scikit-hep/root_pandas,Particle physics ecosystem: mplhep: https://github.com/scikit-hep/mplhep,Particle physics ecosystem: boost-histogram: https://github.com/scikit-hep/boost-histogram,Particle physics ecosystem: physt: https://github.com/janpipek/physt,Particle physics ecosystem: histoprint: https://github.com/scikit-hep/histoprint,Particle physics ecosystem: iminuit: https://iminuit.readthedocs.io,Particle physics ecosystem: zfit: https://github.com/zfit/zfit,Particle physics ecosystem: LMFIT: https://lmfit.github.io/lmfit-py,Particle physics ecosystem: GooFit: https://github.com/GooFit/GooFit,Particle physics ecosystem: hepstats: https://github.com/scikit-hep/hepstats,Particle physics ecosystem: pyhf: https://github.com/scikit-hep/pyhf,Particle physics ecosystem: reana: http://reanahub.io,Particle physics ecosystem: Heppy: https://github.com/cbernet/heppy,Particle physics ecosystem: Coffea: https://coffeateam.github.io/coffea,Particle physics ecosystem: FAST-HEP: https://github.com/FAST-HEP,Particle physics ecosystem: hepunits: https://github.com/scikit-hep/hepunits,Particle physics ecosystem: particle: https://github.com/scikit-hep/particle,Particle physics ecosystem: pyjet: https://github.com/scikit-hep/pyjet,Particle physics ecosystem: Astropy: https://www.astropy.org,Particle physics ecosystem: Geant4Py: https://nusoft.fnal.gov/larsoft/doxsvn/html/md_geant4.10.03.p03_environments_g4py_README.html,Particle physics ecosystem: luigi: https://luigi.readthedocs.io,Particle physics ecosystem: Rucio: https://rucio.readthedocs.io,Particle physics ecosystem: Gaudi: https://github.com/lgiordani/gaudi,Particle physics ecosystem: Condor: https://htcondor.readthedocs.io/en/latest/apis/python-bindings,Particle physics ecosystem: Do you regularly use any other packages that weren't listed here?
Great!,BAD,Acceptable,My physics collaboration's mailing list(s),Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,"Studies that improve the quality of reconstruction (e.g. calibration, alignment); Software the simulates physics (e.g. Monte Carlo, lattice QCD, future instruments); Developing libraries for data analysts (i.e. ""analysis tools"")",Deployed widely,,Laptop,Linux,Almost all remote,"Other, not listed above",,,Competent,"Textbooks or how-to-program books; StackOverflow (or other question-and-answer sites); Alone, through trial-and-error",Python; C or C++,,Python 2.7,"Yes, both",Half-and-half,More,About the same,Availability of general-purpose data analysis toolkits; Availability of machine learning/deep learning toolkits; Availability of particle physics analysis tools (other than ROOT); Just because I like Python,Physics analysis (other than machine learning); Physics analysis with machine learning,Better particle physics tools (other than ROOT); Better integration with C++; Runtime speed improvements,"Vi or Vim; Emacs (or variant: XEmacs, Aquamacs, Carbon Emacs)",,pip,Never,Never,For some projects (set up personally),For some projects (set up personally),GitHub,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acceptable,BAD,Great!,"HSF mailing lists or announcements; Word of mouth (in person, personal email, chat...)",General-purpose data analysis toolkits; Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,"Studies that improve the quality of reconstruction (e.g. calibration, alignment); Developing libraries for data analysts (i.e. ""analysis tools"")",Used in small group,,Laptop,Linux,About half-and-half,Networked PCs maintained by our small research group; University or laboratory-managed cluster (e.g. lxplus),7.0,5.0,Competent,"School/college/university course; Mini-courses or workplace training sessions (< 1 week each); Training organized by collaboration (e.g. CMSDAS, LHCb Starterkit); RootTalk or ROOT Forum; Other particle physics websites (e.g. Twiki); StackOverflow (or other question-and-answer sites); Alone, through trial-and-error",Python; C or C++,,Python 3.8,"Yes, both",More C++,More,Less,Availability of collaboration-specific software in Python; Development speed and efficiency; Ability to use Python as an interface to other software,"Physics analysis (other than machine learning); Interacting with collaboration software frameworks (e.g. configuation); Computing infrastructure (e.g. GRID middleware, analyzing log files); Scripting routine tasks (e.g. job submission)",Better integration with collaboration software; Better integration with ROOT; Better integration with C++; Migration from Python 2 to Python 3 within the particle physics community,VSCode; QtCreator,,I never install Python packages,I don't know what that is,I don't know what that is,For projects in which it's already set up by someone else,For all projects,GitLab,Intentionally private,"Yes, closed source",Through dependencies only,Don't know what it is,Regularly,Through dependencies only,Through dependencies only,Never,Regularly,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Don't know what it is,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,pyROOT,Through dependencies only,Through dependencies only,All the time,Regularly,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Through dependencies only,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Through dependencies only,Through dependencies only,
Great!,BAD,Acceptable,"Word of mouth (in person, personal email, chat...)",Particle physics analysis tools (other than ROOT); ROOT and PyROOT; Collaboration-specific topics; Software engineering skills (beyond the fundamentals),I develop/maintain software,Grad student involved in research,"Developing libraries for data analysts (i.e. ""analysis tools"")",Deployed widely,,Laptop,Linux,About half-and-half,University or laboratory-managed cluster (e.g. lxplus),,,Advanced,"Online courses (e.g. Coursera, MOOCs); StackOverflow (or other question-and-answer sites); Informal help from colleagues or friends; Alone, through trial-and-error",Python; C or C++,,Python 3.7,"Yes, both",Half-and-half,About the same,About the same,Availability of general-purpose data analysis toolkits; Availability of ROOT through PyROOT; Development speed and efficiency; Ability to use Python as an interface to other software; Just because I like Python,Non-physics data analysis; Developing general libraries for others to use; Developing specialized applications (e.g. dashboards); Demos for outreach and education,Better integration with ROOT; Better integration with C++; Improvements in Python itself or software beyond particle physics; Runtime speed improvements,VSCode,,pip; Anaconda,For some projects (set up personally),For some projects (set up personally),For some projects (set up personally),For all projects,GitHub,Public,"Yes, open source",Regularly,Through dependencies only,Regularly,Through dependencies only,Regularly,Through dependencies only,Through dependencies only,Through dependencies only,Don't know what it is,Don't know what it is,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Regularly,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,,I don't use it,Regularly,All the time,All the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,
Great!,,,My physics collaboration's mailing list(s),General-purpose data analysis toolkits; Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); ROOT and PyROOT; Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,"Software the simulates physics (e.g. Monte Carlo, lattice QCD, future instruments)",Mostly use-once,,Laptop,MacOS,Almost all remote,Supercomputer (e.g. Cori),7.0,6.0,Competent,"School/college/university course; Alone, through trial-and-error","Python; C or C++; Java or other JVM-based (e.g. Kotlin, Scala, Clojure); C#",,Python 3.7,"No, only Python 3",More Python,About the same,About the same,Availability of general-purpose data analysis toolkits; Availability of machine learning/deep learning toolkits; Development speed and efficiency; Just because I like Python,Physics analysis (other than machine learning); Physics analysis with machine learning; Non-physics data analysis,Better integration with collaboration software; Better particle physics tools (other than ROOT); Better integration with C++; Improvements in Python itself or software beyond particle physics; Runtime speed improvements; Improved training,Vi or Vim; VSCode; Jupyter/JupyterLab,,Anaconda,Never,Never,For projects in which it's already set up by someone else,For some projects (set up personally),GitLab,Public,"No, I don't specify one",All the time,All the time,All the time,All the time,All the time,Never,All the time,All the time,Don't know what it is,Never,Don't know what it is,Don't know what it is,Don't know what it is,Regularly,Never,Never,Regularly,Never,Regularly,Never,Never,Through dependencies only,Never,Never,Never,Through dependencies only,Never,Never,Never,Never,Never,,We don't have one,Regularly,Regularly,Never,Never,All the time,Never,All the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Through dependencies only,Never,
Great!,BAD,Acceptable,My physics collaboration's mailing list(s),General-purpose data analysis toolkits; Machine learning/deep learning toolkits; ROOT and PyROOT; Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Postdoc/fellow/temporary research position,,Used in small group,CMS,Laptop,Windows; Linux,Almost all remote,University or laboratory-managed cluster (e.g. lxplus),6.0,2.0,Competent,School/college/university course; StackOverflow (or other question-and-answer sites); Informal help from colleagues or friends,Python; C or C++,,Python 3.7,"Yes, both",More C++,More,More,Availability of machine learning/deep learning toolkits; Availability of ROOT through PyROOT; Development speed and efficiency; Ability to use Python as an interface to other software,Physics analysis (other than machine learning); Physics analysis with machine learning; Non-physics data analysis,Better integration with ROOT; Better integration with C++; Runtime speed improvements,Vi or Vim; VSCode,,pip,Never,I don't know what that is,"Tried it once or twice, never used it in a formal project",For all projects,GitLab,Public,"No, I don't specify one",Through dependencies only,Never,All the time,Regularly,Regularly,Never,All the time,Don't know what it is,Don't know what it is,Never,Don't know what it is,Don't know what it is,Don't know what it is,Regularly,Regularly,Regularly,Regularly,Never,Regularly,Don't know what it is,Regularly,Don't know what it is,Don't know what it is,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Through dependencies only,,Regularly,Regularly,Regularly,Regularly,Never,Regularly,Never,Don't know what it is,,Never,Never,Don't know what it is,Don't know what it is,Never,Never,Regularly,Never,Don't know what it is,Don't know what it is,Never,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Don't know what it is,Don't know what it is,Don't know what it is,Regularly,
Great!,BAD,Great!,My physics collaboration's mailing list(s),General-purpose data analysis toolkits; Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,Statistical analysis of reconstructed physics quantities,Used in small group,ATLAS,Laptop,Linux,Almost all remote,University or laboratory-managed cluster (e.g. lxplus),6.0,6.0,Competent,"School/college/university course; RootTalk or ROOT Forum; StackOverflow (or other question-and-answer sites); Informal help from colleagues or friends; Alone, through trial-and-error",Python; C or C++,,Python 2.7,"Yes, both",More Python,About the same,About the same,Availability of ROOT through PyROOT; Availability of collaboration-specific software in Python; Development speed and efficiency; Just because I like Python,"Physics analysis (other than machine learning); Interacting with collaboration software frameworks (e.g. configuation); Computing infrastructure (e.g. GRID middleware, analyzing log files); Scripting routine tasks (e.g. job submission)",Runtime speed improvements; Improved training; Migration from Python 2 to Python 3 within the particle physics community,Atom,,"pip; System-wide package manager (e.g. apt-get, yum, rpm); Directly from GitHub/GitLab/BitBucket",For some projects (set up personally),"Tried it once or twice, never used it in a formal project","Tried it once or twice, never used it in a formal project",For all projects,GitLab,Public,"No, I don't specify one",Through dependencies only,Through dependencies only,Regularly,Never,Through dependencies only,Never,Never,Never,Don't know what it is,Don't know what it is,,Never,,Through dependencies only,,,Through dependencies only,,,,,Through dependencies only,,,,,,,,,,,All the time,All the time,All the time,All the time,Never,Never,Never,Never,Never,Never,Never,,Never,,,,,,,,,,,,,,Never,,,Never,,Regularly,,Regularly,
,,,"My physics collaboration's mailing list(s); Laboratory or university posting (physical or electronic); Word of mouth (in person, personal email, chat...)",Particle physics analysis tools (other than ROOT); ROOT and PyROOT; Collaboration-specific topics; Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Postdoc/fellow/temporary research position,"Software that reconstructs physics quantities (e.g. tracking, event displays); Software the simulates physics (e.g. Monte Carlo, lattice QCD, future instruments); Statistical analysis of reconstructed physics quantities; Developing libraries for data analysts (i.e. ""analysis tools"")",Used in small group,CMS,Laptop,MacOS; Linux,Almost all remote,Networked PCs maintained by our small research group; University or laboratory-managed cluster (e.g. lxplus),9.0,9.0,Competent,"Textbooks or how-to-program books; RootTalk or ROOT Forum; StackOverflow (or other question-and-answer sites); Informal help from colleagues or friends; Alone, through trial-and-error",Python; C or C++,,Python 3.8,"Yes, both",More Python,More,More,Availability of general-purpose data analysis toolkits; Availability of machine learning/deep learning toolkits; Availability of particle physics analysis tools (other than ROOT); Availability of ROOT through PyROOT; Ability to use Python as an interface to other software,Physics analysis (other than machine learning); Physics analysis with machine learning; Scripting routine tasks (e.g. job submission),Better integration with ROOT; Better integration with C++; Migration from Python 2 to Python 3 within the particle physics community,Vi or Vim,,"pip; HomeBrew (""brew""); Through our collaboration framework (e.g. CMSSW)","Tried it once or twice, never used it in a formal project",Never,"Tried it once or twice, never used it in a formal project",For all projects,GitHub,Public,"No, I don't specify one",Regularly,Through dependencies only,Regularly,Through dependencies only,Through dependencies only,Through dependencies only,Regularly,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Through dependencies only,Through dependencies only,Through dependencies only,Regularly,Never,Regularly,Never,Through dependencies only,Through dependencies only,Don't know what it is,Don't know what it is,Don't know what it is,Through dependencies only,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Through dependencies only,,All the time,All the time,All the time,All the time,Never,Regularly,Don't know what it is,Through dependencies only,Never,Never,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Never,Never,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Through dependencies only,
Acceptable,BAD,Acceptable,My physics collaboration's mailing list(s),Python fundamentals (how to program in Python); General-purpose data analysis toolkits; Particle physics analysis tools (other than ROOT); Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,"Other, not listed above",Mostly use-once,CMS,Laptop,Linux,About half-and-half,University or laboratory-managed cluster (e.g. lxplus); Supercomputer (e.g. Cori),3.0,3.0,Competent,"Training organized by collaboration (e.g. CMSDAS, LHCb Starterkit); RootTalk or ROOT Forum",Python; C or C++,,Python 3.6,"Yes, both",More Python,More,More,Availability of general-purpose data analysis toolkits; Availability of machine learning/deep learning toolkits; Availability of particle physics analysis tools (other than ROOT),Physics analysis (other than machine learning); Interacting with collaboration software frameworks (e.g. configuation),Better particle physics tools (other than ROOT); Improvements in Python itself or software beyond particle physics,Vi or Vim,,pip,For some projects (set up personally),For all projects,For all projects,For all projects,GitHub,Public,"Yes, open source",Regularly,Don't know what it is,Regularly,Regularly,Through dependencies only,Never,Regularly,Through dependencies only,Never,Never,Never,Never,Never,Regularly,Regularly,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Through dependencies only,Never,Through dependencies only,Never,Never,Through dependencies only,Through dependencies only,Never,Never,Never,Never,Through dependencies only,,Regularly,Regularly,Through dependencies only,Regularly,Never,Regularly,Don't know what it is,Regularly,Through dependencies only,Through dependencies only,Never,Regularly,Never,Never,Never,Through dependencies only,Never,Never,Never,Never,Never,Never,Never,All the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Regularly,
Acceptable,Great!,BAD,HSF mailing lists or announcements; HSF/PyHEP Twitter; Laboratory or university posting (physical or electronic),Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); ROOT and PyROOT; Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Grad student involved in research,"Software that controls/reads data from an experimental apparatus (e.g. DAQ, trigger); Statistical analysis of reconstructed physics quantities; Developing libraries for data analysts (i.e. ""analysis tools"")",Deployed widely,LHCb,Laptop,MacOS,Almost all remote,University or laboratory-managed cluster (e.g. lxplus),10.0,3.0,Advanced,"School/college/university course; Training organized by collaboration (e.g. CMSDAS, LHCb Starterkit); Online courses (e.g. Coursera, MOOCs); Textbooks or how-to-program books",Python; C or C++,,Python 2.7,"Yes, both",More Python,More,More,Availability of general-purpose data analysis toolkits; Availability of machine learning/deep learning toolkits; Availability of particle physics analysis tools (other than ROOT); Availability of ROOT through PyROOT; Development speed and efficiency; Ability to use Python as an interface to other software,"Physics analysis (other than machine learning); Physics analysis with machine learning; Interacting with collaboration software frameworks (e.g. configuation); Computing infrastructure (e.g. GRID middleware, analyzing log files); Scripting routine tasks (e.g. job submission)",Better integration with ROOT; Better particle physics tools (other than ROOT); Better integration with C++; Runtime speed improvements; Migration from Python 2 to Python 3 within the particle physics community,Vi or Vim; Visual Studio,,"pip; Anaconda; Miniconda; HomeBrew (""brew""); Directly from GitHub/GitLab/BitBucket","Tried it once or twice, never used it in a formal project",For all projects,For projects in which it's already set up by someone else,For all projects,GitLab,Intentionally private,"Yes, whatever others use",Never,All the time,All the time,Regularly,Regularly,Regularly,All the time,Never,Never,Never,Never,Never,Never,Regularly,Regularly,Never,Through dependencies only,Through dependencies only,Through dependencies only,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,All the time,All the time,Regularly,All the time,Never,Regularly,Never,Regularly,Never,Regularly,Regularly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Regularly,Regularly,Never,Never,Never,Never,Never,All the time,All the time,
Great!,BAD,Great!,HSF mailing lists or announcements,General-purpose data analysis toolkits; Machine learning/deep learning toolkits; Particle physics analysis tools (other than ROOT); ROOT and PyROOT; Collaboration-specific topics; Software engineering skills (beyond the fundamentals),"I research particle physics (experiment, theory, or instrumentation)",Early grad student (mostly taking courses),"Software that reconstructs physics quantities (e.g. tracking, event displays)",,,Laptop,Linux,Almost all remote,University or laboratory-managed cluster (e.g. lxplus),5.0,4.0,Competent,School/college/university course; StackOverflow (or other question-and-answer sites),Python,,Python 3.7,"Yes, both",Always Python,More,More,Availability of machine learning/deep learning toolkits,Physics analysis with machine learning; Interacting with collaboration software frameworks (e.g. configuation),Better integration with collaboration software; Better integration with ROOT,Vi or Vim,,pip,"Tried it once or twice, never used it in a formal project","Tried it once or twice, never used it in a formal project",For some projects (set up personally),For some projects (set up personally),GitLab,Public,"No, I don't specify one",Regularly,Never,Regularly,Regularly,Regularly,Never,Regularly,Regularly,Never,Never,Never,Never,,Regularly,Through dependencies only,Through dependencies only,Regularly,Regularly,Regularly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Through dependencies only,,Regularly,Regularly,Through dependencies only,Through dependencies only,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,
